finishing_position;horse_number;horse_name;horse_id;jockey;trainer;actual_weight;declared_horse_weight;draw;running_position_1;running_position_2;running_position_3;finish_time;finish_time_seconds;race_id;father;mother;gfather
7;2;GREEN CARD;V126;D Whyte;J Moore;132;1158;6;3;4;7;1.09.64;69,064;2016-092;PROUD CITIZEN;CASUARINA;MENIFEE
4;4;GREEN CARD;V126;J Moreira;J Moore;127;1128;1;7;6;4;1.09.70;69,07;2016-008;PROUD CITIZEN;CASUARINA;MENIFEE
2;4;GREEN CARD;V126;T Berry;J Moore;125;1148;6;9;9;2;1.09.70;69,07;2015-611;PROUD CITIZEN;CASUARINA;MENIFEE
2;1;GREEN CARD;V126;T Berry;J Moore;129;1176;6;5;5;2;1.09.80;69,08;2016-633;PROUD CITIZEN;CASUARINA;MENIFEE
1;2;GREEN CARD;V126;D Whyte;J Moore;128;1144;6;9;9;1;1.09.81;69,081;2016-034;PROUD CITIZEN;CASUARINA;MENIFEE
2;3;GREEN CARD;V126;B Prebble;J Moore;128;1150;2;6;5;2;1.09.83;69,083;2016-794;PROUD CITIZEN;CASUARINA;MENIFEE
5;4;GREEN CARD;V126;Z Purton;J Moore;128;1134;7;8;5;5;1.10.10;70,01;2015-729;PROUD CITIZEN;CASUARINA;MENIFEE
8;2;GREEN CARD;V126;J Moreira;J Moore;131;1163;1;7;8;8;1.10.16;70,016;2016-284;PROUD CITIZEN;CASUARINA;MENIFEE
6;3;GREEN CARD;V126;N Callan;J Moore;128;1131;10;7;5;6;1.10.23;70,023;2015-691;PROUD CITIZEN;CASUARINA;MENIFEE
10;2;GREEN CARD;V126;S Clipperton;J Moore;132;1169;11;5;7;10;1.10.25;70,025;2016-155;PROUD CITIZEN;CASUARINA;MENIFEE
7;8;GREEN CARD;V126;Z Purton;J Moore;126;1168;3;6;8;7;1.10.64;70,064;2016-388;PROUD CITIZEN;CASUARINA;MENIFEE
6;6;GREEN TUNE;H_GFATH_147;Legacy Jockey;Legacy Trainer;128;1155;7;2;7;2;2.20;139;1998-606;NATIVE DANCER;DAM OF GREEN TUNE;NASRULLAH
3;2;GREY DECEIVER;H_MOTH_002;J. Doyle;M. Johnston;121;1084;9;5;1;4;1.50;96;2011-499;COMMANDS;DAM OF GREY DECEIVER;MR. PROSPECTOR
2;10;GRILSE;H_MOTH_056;W. Buick;Sir Michael Stoute;121;1074;6;6;1;1;1.37;110;2012-317;RAHY;DAM OF GRILSE;MR. PROSPECTOR
13;11;GROWL;A606;G Lee;R Fahey;126;1072;11;10;12;13;1.10.26;70,026;2016-254;OASIS DREAM;DESERT TIGRESS;STORM CAT
7;9;GULCH;H_GFATH_114;Legacy Jockey;Legacy Trainer;128;1155;7;4;2;6;2.20;132;2001-794;NEARCO;DAM OF GULCH;HYPERION
3;11;GWYLLION;H_MOTH_115;W. Buick;M. Johnston;121;1036;4;2;3;2;1.59;116;2007-502;RED RANSOM;DAM OF GWYLLION;SECRETARIAT
3;7;GYPSY MARAUDER;H_MOTH_077;O. Murphy;M. Johnston;121;1051;12;2;3;1;1.55;115;2007-317;MARAUDING;DAM OF GYPSY MARAUDER;SECRETARIAT
5;5;HABERDASHERY;H_MOTH_140;J. Doyle;M. Johnston;121;1051;8;3;5;4;1.59;119;2009-401;PINS;DAM OF HABERDASHERY;MR. PROSPECTOR
8;7;HANG'S DECISION;T262;C Y Ho;W Y So;121;1101;2;12;12;8;0.57.78;57,078;2015-056;POSTPONED;BISLIERI;ENCOSTA DE LAGO
1;5;HANG'S DECISION;T262;K C Leung;W Y So;126;1090;7;9;8;1;1.09.66;69,066;2016-340;POSTPONED;BISLIERI;ENCOSTA DE LAGO
3;1;HANG'S DECISION;T262;U Rispoli;W Y So;133;1094;5;6;6;3;1.09.78;69,078;2016-399;POSTPONED;BISLIERI;ENCOSTA DE LAGO
2;2;HANG'S DECISION;T262;Z Purton;W Y So;127;1095;7;9;9;2;1.10.32;70,032;2016-063;POSTPONED;BISLIERI;ENCOSTA DE LAGO
2;6;HANG'S DECISION;T262;B Prebble;W Y So;127;1107;6;7;6;2;1.10.67;70,067;2015-410;POSTPONED;BISLIERI;ENCOSTA DE LAGO
1;8;HANG'S DECISION;T262;Z Purton;W Y So;122;1085;2;6;6;1;1.10.70;70,07;2016-017;POSTPONED;BISLIERI;ENCOSTA DE LAGO
1;10;HANG'S DECISION;T262;B Prebble;W Y So;121;1104;2;6;5;1;1.10.75;70,075;2015-322;POSTPONED;BISLIERI;ENCOSTA DE LAGO
4;1;HANG'S DECISION;T262;Z Purton;W Y So;127;1103;8;8;7;4;1.10.77;70,077;2016-120;POSTPONED;BISLIERI;ENCOSTA DE LAGO
1;5;HAPPY HAPPY STAR;A011;J Moreira;K L Man;127;1130;8;2;1;1;1.09.71;69,071;2016-410;O'REILLY;CLASSY FASHION;FUSAICHI PEGASUS
3;12;HAPPY HAPPY STAR;A011;J Moreira;K L Man;118;1106;2;4;5;3;1.09.82;69,082;2016-615;O'REILLY;CLASSY FASHION;FUSAICHI PEGASUS
2;4;HAPPY HAPPY STAR;A011;J Moreira;K L Man;125;1139;12;1;2;2;1.09.96;69,096;2016-336;O'REILLY;CLASSY FASHION;FUSAICHI PEGASUS
4;12;HAPPY HAPPY STAR;A011;C Y Ho;K L Man;116;1119;10;6;7;4;1.10.06;70,006;2016-786;O'REILLY;CLASSY FASHION;FUSAICHI PEGASUS
10;9;HAPPY ROCKY;S147;M L Yeung;A Lee;122;1077;10;11;12;10;1.10.59;70,059;2014-132;CHAMPS ELYSEES;PUZZLING;PEINTRE CELEBRE
5;8;HAPPY ROCKY;S147;T H So;A Lee;121;1077;10;12;11;5;1.10.80;70,08;2014-094;CHAMPS ELYSEES;PUZZLING;PEINTRE CELEBRE
3;11;HARBOUR ALERT;T254;C Y Lui;D Cruz;115;1268;12;1;2;3;0.56.66;56,066;2014-642;ALERT;MISS LOVE;FASTNET ROCK
13;12;HARBOUR ALERT;T254;D Whyte;D Cruz;120;1259;8;1;2;13;0.56.92;56,092;2014-697;ALERT;MISS LOVE;FASTNET ROCK
2;5;HARBOUR ALERT;T254;B Prebble;P O'Sullivan;120;1271;1;3;3;2;0.57.12;57,012;2015-652;ALERT;MISS LOVE;FASTNET ROCK
3;10;HARBOUR ALERT;T254;K C Leung;D Cruz;117;1258;1;1;1;3;0.57.34;57,034;2014-763;ALERT;MISS LOVE;FASTNET ROCK
2;6;HARBOUR ALERT;T254;B Prebble;P O'Sullivan;120;1272;7;3;4;2;0.57.45;57,045;2015-617;ALERT;MISS LOVE;FASTNET ROCK
3;5;HARBOUR ALERT;T254;B Prebble;P O'Sullivan;122;1263;9;9;7;3;0.57.76;57,076;2015-702;ALERT;MISS LOVE;FASTNET ROCK
7;6;HARBOUR ALERT;T254;S de Sousa;D Cruz;118;1274;3;2;1;7;0.58.10;58,01;2015-415;ALERT;MISS LOVE;FASTNET ROCK
4;6;HARBOUR ALERT;T254;J Moreira;D Cruz;122;1281;9;1;1;4;0.58.35;58,035;2015-013;ALERT;MISS LOVE;FASTNET ROCK
6;7;HARBOUR ALERT;T254;R Fourie;D Cruz;122;1283;14;1;1;6;0.58.39;58,039;2015-083;ALERT;MISS LOVE;FASTNET ROCK
2;9;HARBOUR ALERT;T254;S Clipperton;P O'Sullivan;121;1299;1;3;3;2;1.08.76;68,076;2016-324;ALERT;MISS LOVE;FASTNET ROCK
2;9;HARBOUR ALERT;T254;C Schofield;P O'Sullivan;121;1295;1;1;1;2;1.08.79;68,079;2016-109;ALERT;MISS LOVE;FASTNET ROCK
2;5;HARBOUR ALERT;T254;C Schofield;P O'Sullivan;125;1280;7;5;3;2;1.08.83;68,083;2016-053;ALERT;MISS LOVE;FASTNET ROCK
3;5;HARBOUR ALERT;T254;N Callan;P O'Sullivan;121;1261;9;4;4;3;1.09.37;69,037;2016-722;ALERT;MISS LOVE;FASTNET ROCK
3;8;HARBOUR ALERT;T254;C Schofield;P O'Sullivan;123;1291;9;3;2;3;1.09.78;69,078;2016-153;ALERT;MISS LOVE;FASTNET ROCK
1;7;HARBOUR ALERT;T254;N Callan;P O'Sullivan;124;1269;5;4;3;1;1.09.90;69,09;2016-786;ALERT;MISS LOVE;FASTNET ROCK
10;4;HARBOUR ALERT;T254;N Rawiller;P O'Sullivan;123;1294;12;1;2;10;1.10.14;70,014;2016-219;ALERT;MISS LOVE;FASTNET ROCK
2;6;HARBOUR ALERT;T254;D Whyte;D Cruz;122;1273;6;1;1;2;1.10.42;70,042;2015-261;ALERT;MISS LOVE;FASTNET ROCK
4;7;HARBOUR ALERT;T254;E da Silva;D Cruz;121;1280;3;1;1;4;1.10.51;70,051;2015-450;ALERT;MISS LOVE;FASTNET ROCK
2;11;HARBOUR ALERT;T254;R Fourie;D Cruz;117;1276;12;1;1;2;1.10.80;70,08;2015-127;ALERT;MISS LOVE;FASTNET ROCK
2;9;HARBOUR ALERT;T254;D Whyte;D Cruz;119;1274;2;2;2;2;1.10.88;70,088;2015-223;ALERT;MISS LOVE;FASTNET ROCK
9;7;HARBOUR ALERT;T254;Z Purton;D Cruz;120;1277;9;1;2;9;1.11.13;71,013;2015-168;ALERT;MISS LOVE;FASTNET ROCK
8;8;HARBOUR MASTER;S145;C Reith;J Moore;119;1167;5;6;6;8;1.09.09;69,009;2014-046;HARBOUR WATCH;ROODEYE;INCHINOR
5;5;HARBOUR WATCH;H_FATH_105;L. Dettori;A. P. O'Brien;126;1083;3;1;3;1;1.53;105;2007-104;SADLER'S WELLS;DAM OF HARBOUR WATCH;BOLD RULER
3;8;HARD SPUN;H_FATH_072;L. Dettori;C. Appleby;126;1109;5;5;2;2;1.38;112;2011-157;NORTHERN DANCER;DAM OF HARD SPUN;NEARCO
6;8;HARRIER JET;T372;K C Leung;P O'Sullivan;113;1131;4;5;6;6;0.56.00;56;2015-622;DANE SHADOW;BOROBODUR;STRATEGIC
6;6;HARRIER JET;T372;N Callan;P O'Sullivan;131;1135;7;6;5;6;0.56.37;56,037;2015-714;DANE SHADOW;BOROBODUR;STRATEGIC
10;12;HARRIER JET;T372;K C Leung;P O'Sullivan;115;1135;10;9;11;10;1.09.05;69,005;2016-551;DANE SHADOW;BOROBODUR;STRATEGIC
2;1;HARRIER JET;T372;S Clipperton;P O'Sullivan;133;1141;3;4;2;2;1.09.27;69,027;2016-749;DANE SHADOW;BOROBODUR;STRATEGIC
5;10;HARRIER JET;T372;Z Purton;P O'Sullivan;120;1135;6;6;5;5;1.09.56;69,056;2015-197;DANE SHADOW;BOROBODUR;STRATEGIC
1;2;HARRIER JET;T372;K C Leung;P O'Sullivan;130;1153;3;4;4;1;1.09.61;69,061;2016-496;DANE SHADOW;BOROBODUR;STRATEGIC
2;3;HARRIER JET;T372;N Callan;P O'Sullivan;129;1140;3;7;6;2;1.09.86;69,086;2016-265;DANE SHADOW;BOROBODUR;STRATEGIC
12;3;HARRIER JET;T372;Z Purton;P O'Sullivan;131;1139;12;3;4;12;1.10.17;70,017;2016-160;DANE SHADOW;BOROBODUR;STRATEGIC
9;8;HARRIER JET;T372;V Cheminaud;P O'Sullivan;122;1142;11;8;9;9;1.10.21;70,021;2015-253;DANE SHADOW;BOROBODUR;STRATEGIC
9;14;HARRIER JET;T372;T H So;P O'Sullivan;114;1148;10;11;12;9;1.10.26;70,026;2016-688;DANE SHADOW;BOROBODUR;STRATEGIC
8;7;HARRIER JET;T372;N Callan;P O'Sullivan;124;1145;10;11;11;8;1.10.51;70,051;2016-422;DANE SHADOW;BOROBODUR;STRATEGIC
2;4;HARRIER JET;T372;S Clipperton;P O'Sullivan;127;1145;11;6;5;2;1.10.56;70,056;2016-369;DANE SHADOW;BOROBODUR;STRATEGIC
3;5;HARRIER JET;T372;N Callan;P O'Sullivan;128;1135;5;6;6;3;1.10.95;70,095;2016-313;DANE SHADOW;BOROBODUR;STRATEGIC
4;1;HARRIER JET;T372;N Rawiller;P O'Sullivan;133;1138;3;7;6;4;1.10.96;70,096;2016-211;DANE SHADOW;BOROBODUR;STRATEGIC
1;12;HAWSA;H_MOTH_013;W. Buick;W. Haggas;121;1086;7;5;1;3;1.59;103;2007-529;RAHY;DAM OF HAWSA;SECRETARIAT
1;8;HEALTHY LUCK;A064;D Whyte;K L Man;125;1033;14;2;2;1;0.57.10;57,01;2016-269;WRITTEN TYCOON;SCHAPELLE;LION HUNTER
4;1;HEALTHY LUCK;A064;D Whyte;K L Man;133;1026;3;4;5;4;0.58.31;58,031;2016-352;WRITTEN TYCOON;SCHAPELLE;LION HUNTER
3;6;HEALTHY LUCK;A064;O Doleuze;K L Man;125;1040;6;1;1;3;1.09.50;69,05;2016-713;WRITTEN TYCOON;SCHAPELLE;LION HUNTER
2;12;HEALTHY LUCK;A064;D Whyte;K L Man;117;1030;1;3;3;2;1.09.62;69,062;2016-496;WRITTEN TYCOON;SCHAPELLE;LION HUNTER
3;7;HEALTHY LUCK;A064;D Whyte;K L Man;125;1041;5;3;3;3;1.09.83;69,083;2016-642;WRITTEN TYCOON;SCHAPELLE;LION HUNTER
1;10;HEALTHY LUCK;A064;D Whyte;K L Man;117;1031;4;1;1;1;1.09.87;69,087;2016-569;WRITTEN TYCOON;SCHAPELLE;LION HUNTER
2;3;HEALTHY LUCK;A064;D Whyte;K L Man;132;1028;12;1;1;2;1.10.32;70,032;2016-421;WRITTEN TYCOON;SCHAPELLE;LION HUNTER
3;5;HEARTLAND;M332;K Teetan;D E Ferraris;128;1076;1;5;4;3;0.58.60;58,06;2015-216;PUT IT BACK;LA FASCINANTE;LODE
11;7;HEARTLAND;M332;H N Wong;D E Ferraris;118;1077;12;7;8;11;0.59.20;59,02;2015-408;PUT IT BACK;LA FASCINANTE;LODE
8;13;HEARTLAND;M332;Y T Cheng;L Ho;116;1092;1;5;6;8;1.10.23;70,023;2014-004;PUT IT BACK;LA FASCINANTE;LODE
12;4;HEARTLAND;M332;J Moreira;D E Ferraris;130;1092;10;11;11;12;1.10.63;70,063;2015-152;PUT IT BACK;LA FASCINANTE;LODE
9;1;HEARTLAND;M332;C Schofield;D E Ferraris;133;1113;12;12;11;9;1.10.81;70,081;2015-077;PUT IT BACK;LA FASCINANTE;LODE
2;6;HELLO AGAIN;H_MOTH_018;J. Doyle;Sir Michael Stoute;121;1077;8;6;5;3;1.39;119;2007-583;YANKEE GENTLEMAN;DAM OF HELLO AGAIN;MR. PROSPECTOR
7;4;HENNESSY;H_GFATH_116;Legacy Jockey;Legacy Trainer;128;1108;3;3;3;1;2.20;134;2002-917;NEARCO;DAM OF HENNESSY;HYPERION
4;2;HERE TO ETERNITY;H_MOTH_128;W. Buick;W. Haggas;121;1029;9;1;3;3;1.39;107;2010-592;STORMY ATLANTIC;DAM OF HERE TO ETERNITY;MR. PROSPECTOR
5;2;HIDDEN DRAGON;H_FATH_071;L. Dettori;A. P. O'Brien;126;1132;8;5;4;2;1.36;102;2007-173;SADLER'S WELLS;DAM OF HIDDEN DRAGON;BOLD RULER
3;8;HIGH CHAPARRAL;H_FATH_091;R. Moore;C. Appleby;126;1081;8;3;2;1;1.49;106;2011-250;SADLER'S WELLS;DAM OF HIGH CHAPARRAL;BOLD RULER
1;7;HIGH CROSS;H_MOTH_152;J. Doyle;W. Haggas;121;1042;6;2;2;3;1.43;109;2010-377;CAPE CROSS;DAM OF HIGH CROSS;MR. PROSPECTOR
7;11;HIGH FIVE;T200;A Badel;A T Millard;117;1093;4;8;10;7;0.56.88;56,088;2016-275;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
8;7;HIGH FIVE;T200;M Chadwick;A T Millard;130;1071;11;4;4;8;0.57.28;57,028;2014-447;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
4;9;HIGH FIVE;T200;C Schofield;A T Millard;115;1053;7;7;6;4;1.08.55;68,055;2015-336;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
3;11;HIGH FIVE;T200;R Fourie;A T Millard;115;1066;10;5;3;3;1.09.03;69,003;2015-003;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
1;2;HIGH FIVE;T200;C Schofield;A T Millard;130;1088;2;4;4;1;1.09.21;69,021;2016-427;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
1;10;HIGH FIVE;T200;D Whyte;A T Millard;121;1062;1;5;5;1;1.09.38;69,038;2014-688;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
4;3;HIGH FIVE;T200;D Whyte;A T Millard;129;1050;12;13;12;4;1.09.52;69,052;2015-197;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
6;9;HIGH FIVE;T200;C Schofield;A T Millard;120;1100;14;12;11;6;1.09.72;69,072;2016-688;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
5;6;HIGH FIVE;T200;D Whyte;A T Millard;123;1042;4;6;7;5;1.09.73;69,073;2015-656;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
5;7;HIGH FIVE;T200;C Schofield;A T Millard;122;1078;9;3;4;5;1.09.83;69,083;2016-606;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
2;10;HIGH FIVE;T200;K Teetan;A T Millard;118;1066;9;8;8;2;1.09.96;69,096;2016-523;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
5;1;HIGH FIVE;T200;R Fourie;A T Millard;132;1053;2;5;5;5;1.09.97;69,097;2015-279;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
3;11;HIGH FIVE;T200;K Teetan;A T Millard;119;1068;6;6;6;3;1.10.00;70;2014-560;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
7;11;HIGH FIVE;T200;C Murray;A T Millard;117;1098;6;4;4;7;1.10.05;70,005;2016-796;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
5;1;HIGH FIVE;T200;N Callan;A T Millard;133;1056;8;10;10;5;1.10.16;70,016;2015-497;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
12;1;HIGH FIVE;T200;R Fourie;A T Millard;132;1059;14;14;14;12;1.10.36;70,036;2015-074;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
7;4;HIGH FIVE;T200;N Callan;A T Millard;123;1047;9;8;9;7;1.10.58;70,058;2015-600;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
8;7;HIGH FIVE;T200;C Schofield;A T Millard;122;1078;4;8;7;8;1.10.67;70,067;2016-742;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
7;6;HIGH FIVE;T200;D Whyte;A T Millard;120;1052;2;8;9;7;1.10.80;70,08;2016-018;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
8;3;HIGH FIVE;T200;R Moore;A T Millard;128;1039;8;10;10;8;1.10.81;70,081;2015-376;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
11;7;HIGH FIVE;T200;K K Chiong;A T Millard;112;1033;5;5;4;11;1.10.93;70,093;2015-705;TIME THIEF;STAND BY YOUR MAN;NUCLEAR FREEZE
3;4;HINCHINBROOK;H_FATH_102;R. Moore;John Gosden;126;1110;6;1;3;3;1.55;106;2011-115;NORTHERN DANCER;DAM OF HINCHINBROOK;NEARCO
8;7;HINYUEN SWIFTNESS;V250;T H So;C H Yip;117;1199;8;9;10;8;1.09.95;69,095;2016-720;DUKE OF MARMALADE;STOLEN GIRLFRIEND;CANNY LAD
10;5;HINYUEN SWIFTNESS;V250;K C Ng;C H Yip;123;1184;8;9;10;10;1.10.83;70,083;2016-605;DUKE OF MARMALADE;STOLEN GIRLFRIEND;CANNY LAD
11;2;HINYUEN SWIFTNESS;V250;K K Chiong;C H Yip;126;1178;2;5;10;11;1.10.84;70,084;2016-399;DUKE OF MARMALADE;STOLEN GIRLFRIEND;CANNY LAD
12;1;HINYUEN SWIFTNESS;V250;O Murphy;C H Yip;133;1154;8;12;12;12;1.11.01;71,001;2016-284;DUKE OF MARMALADE;STOLEN GIRLFRIEND;CANNY LAD
13;11;HIT THE BID;P214;K C Ng;A T Millard;112;1187;8;4;6;13;0.57.85;57,085;2016-376;EXCEED AND EXCEL;SELINKA;SELKIRK
4;7;HIT THE BID;P214;H T Mo;A T Millard;111;1191;2;8;6;4;1.08.25;68,025;2016-551;EXCEED AND EXCEL;SELINKA;SELKIRK
1;2;HIT THE BID;P214;Z Purton;A T Millard;132;1149;12;11;4;1;1.08.33;68,033;2014-492;EXCEED AND EXCEL;SELINKA;SELKIRK
5;5;HIT THE BID;P214;R Fourie;A T Millard;123;1167;12;10;9;5;1.08.47;68,047;2015-186;EXCEED AND EXCEL;SELINKA;SELKIRK
1;6;HIT THE BID;P214;J Moreira;A T Millard;121;1174;1;5;1;1;1.08.51;68,051;2015-268;EXCEED AND EXCEL;SELINKA;SELKIRK
1;1;HIT THE BID;P214;K K Chiong;A T Millard;128;1191;5;1;1;1;1.08.54;68,054;2016-460;EXCEED AND EXCEL;SELINKA;SELKIRK
4;7;HIT THE BID;P214;A Suborics;A T Millard;120;1161;8;1;1;4;1.08.58;68,058;2014-716;EXCEED AND EXCEL;SELINKA;SELKIRK
4;1;HIT THE BID;P214;J Moreira;A T Millard;131;1176;6;9;9;4;1.08.81;68,081;2015-438;EXCEED AND EXCEL;SELINKA;SELKIRK
5;12;HIT THE BID;P214;M Chadwick;A T Millard;113;1155;3;9;7;5;1.08.83;68,083;2014-378;EXCEED AND EXCEL;SELINKA;SELKIRK
2;10;HIT THE BID;P214;R Fourie;A T Millard;121;1151;11;10;10;2;1.08.91;68,091;2015-119;EXCEED AND EXCEL;SELINKA;SELKIRK
4;7;HIT THE BID;P214;A Suborics;A T Millard;120;1161;8;8;10;4;1.08.92;68,092;2014-757;EXCEED AND EXCEL;SELINKA;SELKIRK
3;8;HIT THE BID;P214;H N Wong;A T Millard;110;1161;5;8;9;3;1.09.13;69,013;2015-061;EXCEED AND EXCEL;SELINKA;SELKIRK
9;9;HIT THE BID;P214;K Teetan;A T Millard;119;1174;11;9;10;9;1.09.24;69,024;2016-071;EXCEED AND EXCEL;SELINKA;SELKIRK
3;3;HIT THE BID;P214;J Moreira;A T Millard;132;1177;4;5;3;3;1.09.58;69,058;2015-334;EXCEED AND EXCEL;SELINKA;SELKIRK
5;8;HIT THE BID;P214;H W Lai;A T Millard;122;1182;10;10;10;5;1.09.73;69,073;2016-659;EXCEED AND EXCEL;SELINKA;SELKIRK
2;3;HIT THE BID;P214;J Moreira;A T Millard;130;1155;5;3;3;2;1.09.74;69,074;2014-004;EXCEED AND EXCEL;SELINKA;SELKIRK
2;1;HIT THE BID;P214;H N Wong;A T Millard;126;1181;2;4;3;2;1.09.75;69,075;2015-682;EXCEED AND EXCEL;SELINKA;SELKIRK
2;5;HIT THE BID;P214;J Moreira;A T Millard;122;1173;6;9;9;2;1.09.79;69,079;2015-230;EXCEED AND EXCEL;SELINKA;SELKIRK
1;1;HIT THE BID;P214;K K Chiong;A T Millard;126;1180;5;1;1;1;1.09.97;69,097;2015-723;EXCEED AND EXCEL;SELINKA;SELKIRK
6;7;HIT THE BID;P214;D Whyte;A T Millard;119;1158;2;3;4;6;1.10.46;70,046;2014-558;EXCEED AND EXCEL;SELINKA;SELKIRK
2;3;HIT THE BID;P214;J Moreira;A T Millard;129;1145;11;3;1;2;1.10.50;70,05;2014-151;EXCEED AND EXCEL;SELINKA;SELKIRK
2;3;HIT THE BID;P214;M Demuro;A T Millard;131;1148;9;2;2;2;1.10.60;70,06;2014-209;EXCEED AND EXCEL;SELINKA;SELKIRK
9;9;HIT THE BID;P214;K K Chiong;A T Millard;114;1176;2;10;8;9;1.10.72;70,072;2016-148;EXCEED AND EXCEL;SELINKA;SELKIRK
13;11;HIT THE BID;P214;M Guyon;A T Millard;120;1188;3;3;6;13;1.10.79;70,079;2016-258;EXCEED AND EXCEL;SELINKA;SELKIRK
3;4;HIT THE BID;P214;M Chadwick;A T Millard;132;1139;1;1;1;3;1.10.80;70,08;2014-295;EXCEED AND EXCEL;SELINKA;SELKIRK
5;11;HOLIDAY IN GOA;H_MOTH_069;O. Murphy;W. Haggas;121;1053;6;5;4;4;1.38;120;2010-541;STRAVINSKY;DAM OF HOLIDAY IN GOA;SECRETARIAT
4;3;HOLY ROMAN EMPEROR;H_FATH_023;L. Dettori;John Gosden;126;1107;1;5;1;3;1.45;96;2010-112;SADLER'S WELLS;DAM OF HOLY ROMAN EMPEROR;BOLD RULER
1;9;HOT KING PRAWN;A299;Z Purton;J Size;120;1169;8;1;1;1;0.57.12;57,012;2016-643;DENMAN;DE CHORUS;UNBRIDLED'S SONG
1;5;HOT KING PRAWN;A299;Z Purton;J Size;127;1151;4;1;1;1;0.57.19;57,019;2016-733;DENMAN;DE CHORUS;UNBRIDLED'S SONG
3;6;HURRICANE HUNTER;A123;M L Yeung;T P Yung;124;1123;14;10;11;3;1.09.99;69,099;2016-535;DARCI BRAHMA;LEIGH VALLEY;BIANCONI
3;12;HURRICANE HUNTER;A123;K C Leung;T P Yung;122;1114;9;7;5;3;1.10.35;70,035;2016-769;DARCI BRAHMA;LEIGH VALLEY;BIANCONI
3;11;HURRICANE HUNTER;A123;K C Leung;T P Yung;118;1129;7;8;8;3;1.10.61;70,061;2016-737;DARCI BRAHMA;LEIGH VALLEY;BIANCONI
4;7;HUSSON;H_FATH_108;C. Soumillon;A. P. O'Brien;126;1142;8;1;1;2;1.54;99;2009-116;NORTHERN DANCER;DAM OF HUSSON;NEARCO
4;4;HYPERSONIC;P176;M L Yeung;J Size;121;1216;5;9;6;4;1.08.04;68,004;2014-138;DISTORTED HUMOR;FLYING COLORS;TEOFILO
6;4;HYPERSONIC;P176;M L Yeung;J Size;122;1214;7;11;11;6;1.09.01;69,001;2014-046;DISTORTED HUMOR;FLYING COLORS;TEOFILO
8;4;HYPERSONIC;P176;H N Wong;W Y So;121;1209;1;9;8;8;1.09.58;69,058;2015-232;DISTORTED HUMOR;FLYING COLORS;TEOFILO
5;7;I AM INVINCIBLE;H_FATH_009;C. Soumillon;John Gosden;126;1126;4;2;4;1;1.59;96;2008-128;SADLER'S WELLS;DAM OF I AM INVINCIBLE;BOLD RULER
4;5;IDRIESS;H_MOTH_063;O. Murphy;Sir Michael Stoute;121;1042;11;6;4;4;1.36;106;2008-496;ANABAA;DAM OF IDRIESS;SECRETARIAT
2;8;IFFRAAJ;H_FATH_081;C. Soumillon;John Gosden;126;1145;5;4;4;2;1.42;109;2006-241;SADLER'S WELLS;DAM OF IFFRAAJ;BOLD RULER
7;2;I'M IN CHARGE;S164;O Doleuze;C Fownes;130;1065;5;3;4;7;0.56.03;56,003;2015-622;RAKAPOSHI KING;CLOUDY PEARL;CLOUDINGS
4;8;I'M IN CHARGE;S164;T H So;C Fownes;111;1063;8;5;4;4;1.08.39;68,039;2016-003;RAKAPOSHI KING;CLOUDY PEARL;CLOUDINGS
5;2;I'M IN CHARGE;S164;C Y Ho;C Fownes;130;1058;4;9;9;5;1.08.51;68,051;2016-125;RAKAPOSHI KING;CLOUDY PEARL;CLOUDINGS
1;9;I'M IN CHARGE;S164;M Chadwick;C Fownes;116;1063;5;4;4;1;1.08.66;68,066;2014-186;RAKAPOSHI KING;CLOUDY PEARL;CLOUDINGS
7;1;I'M IN CHARGE;S164;M Chadwick;C Fownes;133;1054;2;5;5;7;1.08.76;68,076;2015-734;RAKAPOSHI KING;CLOUDY PEARL;CLOUDINGS
1;9;I'M IN CHARGE;S164;M Chadwick;C Fownes;113;1068;1;6;7;1;1.08.76;68,076;2015-003;RAKAPOSHI KING;CLOUDY PEARL;CLOUDINGS
